Pond1,Pond2,V1,V2,Resistance,X1,Y1,X2,Y2
NAT-9,36279,48,2037,0.0733053938268358,337702.9688,5027617,336500.835543231,5027464.05290822
NAT-11,36279,49,2037,0.0591458196956534,338428.4688,5027688.5,336500.835543231,5027464.05290822
NAT-3,36284,43,2040,0.248578667793957,355301.4688,4989989,354372.847168481,4990230.75568778
SWF-1312,36310,15,2041,0.0370209093349399,349409.529477995,5013212.92964156,348883.595466667,5011654.5738
NAT-1,36314,27,2042,0.0666831038197476,348369.7813,5022168,346477.512358044,5021720.53569722
SWF-1312,36315,15,2043,0.219583118717719,349409.529477995,5013212.92964156,347986.228315454,5012399.09235396
TIM-2,36324,13,2044,0.0950599083068273,348305.5,5014568.5,347268.071314813,5012884.91875537
SWF-1312,36347,15,2045,0.233385442767252,349409.529477995,5013212.92964156,348574.27547127,5012373.99465814
SWF-1312,36348,15,2046,0.0100820184915366,349409.529477995,5013212.92964156,349367.568809718,5012776.18403237
SWF-1310,36356,12,2047,0.0174217695487087,348435.742331743,5014655.29181007,347960.258479134,5013139.18790902
TIM-2,36356,13,2047,0.017080478001814,348305.5,5014568.5,347960.258479134,5013139.18790902
SWF-1311,36356,14,2047,0.022465887137877,348591.415239137,5014838.62241878,347960.258479134,5013139.18790902
SWF-1312,36356,15,2047,0.0183384668122599,349409.529477995,5013212.92964156,347960.258479134,5013139.18790902
NAT-10,36359,44,2048,0.0804451639457162,337577.3438,5027708,337976.990706801,5025857.38400325
NAT-2,36359,45,2048,0.0784786569566028,337878.25,5027308.5,337976.990706801,5025857.38400325
NAT-6,36359,46,2048,0.0623071369924646,337405.6563,5026972,337976.990706801,5025857.38400325
NAT-9,36359,48,2048,0.0786734797724512,337702.9688,5027617,337976.990706801,5025857.38400325
NAT-11,36359,49,2048,0.0605194414790291,338428.4688,5027688.5,337976.990706801,5025857.38400325
SWF-1310,36364,12,2049,0.169736913091142,348435.742331743,5014655.29181007,347351.762312243,5013136.80859434
TIM-2,36364,13,2049,0.169437578572936,348305.5,5014568.5,347351.762312243,5013136.80859434
SWF-1310,36365,12,2050,0.041936570307675,348435.742331743,5014655.29181007,347202.607457745,5013461.70040258
TIM-2,36365,13,2050,0.0416646231169956,348305.5,5014568.5,347202.607457745,5013461.70040258
SWF-1311,36365,14,2050,0.0468556498095975,348591.415239137,5014838.62241878,347202.607457745,5013461.70040258
NAT-6,36367,46,2051,0.0609146932568002,337405.6563,5026972,338109.232180404,5025313.84342028
SWF-1221,36369,25,2052,0.113694065357085,341406.731597883,5023127.75891249,340895.650322601,5025000.03279901
SWF-1439,36396,20,2053,0.0365676532441838,360442.252602021,5017305.57203595,359056.159602803,5016482.70732499
SWF-1439,36399,20,2054,0.0518240380905665,360442.252602021,5017305.57203595,358653.540655089,5016758.78876615
SWF-1439,36404,20,2055,0.0506092539068739,360442.252602021,5017305.57203595,358948.811119838,5017055.95515542
NAT-10,36435,44,2057,0.0591141464451154,337577.3438,5027708,337613.144699917,5028124.35280667
NAT-2,36435,45,2057,0.0719122151991729,337878.25,5027308.5,337613.144699917,5028124.35280667
NAT-6,36435,46,2057,0.0685691305879833,337405.6563,5026972,337613.144699917,5028124.35280667
NAT-7,36435,47,2057,0.067795819567424,338364.5,5028036,337613.144699917,5028124.35280667
NAT-9,36435,48,2057,0.0615506486752318,337702.9688,5027617,337613.144699917,5028124.35280667
NAT-11,36435,49,2057,0.0546224733565742,338428.4688,5027688.5,337613.144699917,5028124.35280667
NAT-10,36436,44,2058,0.10454769033723,337577.3438,5027708,336104.171619883,5028150.85466507
NAT-2,36436,45,2058,0.106477742418159,337878.25,5027308.5,336104.171619883,5028150.85466507
NAT-6,36436,46,2058,0.0942315353226327,337405.6563,5026972,336104.171619883,5028150.85466507
NAT-9,36436,48,2058,0.10397098789057,337702.9688,5027617,336104.171619883,5028150.85466507
NAT-10,36438,44,2059,0.0823316464263561,337577.3438,5027708,338403.201876472,5028164.16570242
NAT-2,36438,45,2059,0.0832996298421455,337878.25,5027308.5,338403.201876472,5028164.16570242
NAT-6,36438,46,2059,0.0796056777801963,337405.6563,5026972,338403.201876472,5028164.16570242
NAT-7,36438,47,2059,0.0441826644155303,338364.5,5028036,338403.201876472,5028164.16570242
NAT-9,36438,48,2059,0.0804881490267947,337702.9688,5027617,338403.201876472,5028164.16570242
NAT-11,36438,49,2059,0.0528326237003118,338428.4688,5027688.5,338403.201876472,5028164.16570242
NAT-10,36439,44,2060,0.100001597331489,337577.3438,5027708,337252.541738664,5028207.13734415
NAT-2,36439,45,2060,0.108955814725516,337878.25,5027308.5,337252.541738664,5028207.13734415
NAT-6,36439,46,2060,0.101421941668863,337405.6563,5026972,337252.541738664,5028207.13734415
NAT-7,36439,47,2060,0.107545224995277,338364.5,5028036,337252.541738664,5028207.13734415
NAT-9,36439,48,2060,0.101962567825954,337702.9688,5027617,337252.541738664,5028207.13734415
NAT-11,36439,49,2060,0.0920871465105601,338428.4688,5027688.5,337252.541738664,5028207.13734415
NAT-10,36441,44,2062,0.0700780588626411,337577.3438,5027708,336950.586622666,5026721.32052186
NAT-2,36441,45,2062,0.0681592608155572,337878.25,5027308.5,336950.586622666,5026721.32052186
NAT-6,36441,46,2062,0.0468043433030633,337405.6563,5026972,336950.586622666,5026721.32052186
NAT-7,36441,47,2062,0.0724805482743133,338364.5,5028036,336950.586622666,5026721.32052186
NAT-9,36441,48,2062,0.0683251526809985,337702.9688,5027617,336950.586622666,5026721.32052186
NAT-11,36441,49,2062,0.0544794307977829,338428.4688,5027688.5,336950.586622666,5026721.32052186
NAT-10,36656,44,2064,0.0866642189283851,337577.3438,5027708,336788.087469837,5029198.49696145
NAT-7,36656,47,2064,0.0843131474889409,338364.5,5028036,336788.087469837,5029198.49696145
NAT-9,36656,48,2064,0.0860102233414007,337702.9688,5027617,336788.087469837,5029198.49696145
SWF-1220,37186,40,2066,0.035014793358221,332384.92576937,5030790.98197647,333583.082868792,5031205.85275592
SWF-1221,37190,25,2067,0.0413733870463867,341406.731597883,5023127.75891249,340514.192397795,5024532.89695431
SWF-1221,37191,25,2068,0.0470427360230982,341406.731597883,5023127.75891249,341497.536261338,5024547.79784529
SWF-1221,37193,25,2069,0.0460673740698454,341406.731597883,5023127.75891249,342396.457047898,5024571.87458536
SWF-1221,37194,25,2070,0.0577318952524328,341406.731597883,5023127.75891249,342674.866866667,5024614.34753333
SWF-1221,37196,25,2071,0.0639638640447345,341406.731597883,5023127.75891249,342503.726315149,5024691.07929207
SWF-1221,37462,25,2075,0.0641805841093504,341406.731597883,5023127.75891249,340997.415725119,5025083.14387387
NAT-10,37465,44,2076,0.0632647835520223,337577.3438,5027708,337159.234943148,5027569.17486994
NAT-2,37465,45,2076,0.0696434595642083,337878.25,5027308.5,337159.234943148,5027569.17486994
NAT-6,37465,46,2076,0.0598085957630832,337405.6563,5026972,337159.234943148,5027569.17486994
NAT-7,37465,47,2076,0.0776864924298184,338364.5,5028036,337159.234943148,5027569.17486994
NAT-9,37465,48,2076,0.0641330343920307,337702.9688,5027617,337159.234943148,5027569.17486994
NAT-11,37465,49,2076,0.0604992671985612,338428.4688,5027688.5,337159.234943148,5027569.17486994
NAT-10,37466,44,2077,0.0732019364588183,337577.3438,5027708,336341.664623154,5027559.29134815
NAT-2,37466,45,2077,0.0746731805755914,337878.25,5027308.5,336341.664623154,5027559.29134815
NAT-6,37466,46,2077,0.0613819424071824,337405.6563,5026972,336341.664623154,5027559.29134815
NAT-9,37466,48,2077,0.0724782329330175,337702.9688,5027617,336341.664623154,5027559.29134815
SWF-1234,37523,9,2078,0.276240041475047,350185.486214851,5025046.26560361,350589.309698411,5026857.86923505
SWF-1235,37523,10,2078,0.275792049918119,350039.691707927,5025166.35370932,350589.309698411,5026857.86923505
NAT-7,37526,47,2079,0.0986089629046646,338364.5,5028036,340274.903670534,5027731.57655661
NAT-11,37526,49,2079,0.0801296556968494,338428.4688,5027688.5,340274.903670534,5027731.57655661
SWF-1310,62635,12,2080,0.0491124175001454,348435.742331743,5014655.29181007,347755.31625302,5012846.9254686
TIM-2,62635,13,2080,0.0488085499298241,348305.5,5014568.5,347755.31625302,5012846.9254686
SWF-1312,62635,15,2080,0.0498115724127491,349409.529477995,5013212.92964156,347755.31625302,5012846.9254686
SWF-1610,62718,4,2081,0.177411734543109,371757.270239456,5023855.79424707,371725.624080848,5021916.26199114
SWF-1621,62718,5,2081,0.185218834416943,373231.347809471,5023056.94940913,371725.624080848,5021916.26199114
SWF-1802,63095,24,2082,0.022134087941734,375777.532330408,5014557.25790541,376251.83436554,5013857.86430257
NAT-7,63839,47,2083,0.0765747414945693,338364.5,5028036,339921.399523309,5027500.92040527
NAT-11,63839,49,2083,0.057461346586309,338428.4688,5027688.5,339921.399523309,5027500.92040527
NAT-3,63845,43,2084,0.0398299675793019,355301.4688,4989989,354302.344844008,4989246.65560738
SWF-1621,63848,5,2085,0.0458019230066192,373231.347809471,5023056.94940913,374306.971591685,5023024.99799119
NAT-3,63905,43,2086,0.0699592921855178,355301.4688,4989989,356255.982692363,4989201.53463717
SWF-1228,63937,26,2087,0.0416712192284902,349066.788361716,5022696.74379202,347810.640991864,5022274.02930641
NAT-1,63937,27,2087,0.0562361431815889,348369.7813,5022168,347810.640991864,5022274.02930641
NAT-10,63976,44,2092,0.0974053788271692,337577.3438,5027708,336593.024366667,5028229.036
NAT-2,63976,45,2092,0.100986205004719,337878.25,5027308.5,336593.024366667,5028229.036
NAT-6,63976,46,2092,0.0899372563954153,337405.6563,5026972,336593.024366667,5028229.036
NAT-7,63976,47,2092,0.0998405157033666,338364.5,5028036,336593.024366667,5028229.036
NAT-9,63976,48,2092,0.0974152601587596,337702.9688,5027617,336593.024366667,5028229.036
NAT-11,63976,49,2092,0.0830996709097639,338428.4688,5027688.5,336593.024366667,5028229.036
NAT-10,64040,44,2094,0.0734046821993406,337577.3438,5027708,337415.946466667,5027931.7235
NAT-2,64040,45,2094,0.0927922654220199,337878.25,5027308.5,337415.946466667,5027931.7235
NAT-6,64040,46,2094,0.0893929005258522,337405.6563,5026972,337415.946466667,5027931.7235
NAT-7,64040,47,2094,0.0940573506990991,338364.5,5028036,337415.946466667,5027931.7235
NAT-9,64040,48,2094,0.0799006867593315,337702.9688,5027617,337415.946466667,5027931.7235
NAT-11,64040,49,2094,0.0791993334924037,338428.4688,5027688.5,337415.946466667,5027931.7235
SWF-1802,64046,24,2095,0.0448417906783956,375777.532330408,5014557.25790541,374169.454471806,5015392.97481761
SWF-1802,64050,24,2096,0.00654658914969481,375777.532330408,5014557.25790541,375753.1848,5014202.59923333
SWF-1439,64084,20,2097,0.0733597054128269,360442.252602021,5017305.57203595,359597.539907914,5017504.78243889
SWF-1914,64215,23,2100,0.00754801751228142,387185.069872237,5037170.43847948,387510.385110874,5038924.73762304
SWF-1621,64227,5,2102,0.0427481781619545,373231.347809471,5023056.94940913,374748.916367102,5023330.12262644
SWF-1221,64288,25,2104,0.0343302183813283,341406.731597883,5023127.75891249,342718.739063966,5023375.03704173
SWF-1127,64290,31,2105,0.0257891476955694,365215.388828733,5021495.89233498,364713.747335756,5021502.21166169
NAT-10,64291,44,2106,0.0567536969264946,337577.3438,5027708,337355.255690327,5027335.7513195
NAT-2,64291,45,2106,0.0579582545160613,337878.25,5027308.5,337355.255690327,5027335.7513195
NAT-6,64291,46,2106,0.0481741583334717,337405.6563,5026972,337355.255690327,5027335.7513195
NAT-7,64291,47,2106,0.0712177585443435,338364.5,5028036,337355.255690327,5027335.7513195
NAT-9,64291,48,2106,0.0549145541971376,337702.9688,5027617,337355.255690327,5027335.7513195
NAT-11,64291,49,2106,0.0535499395191376,338428.4688,5027688.5,337355.255690327,5027335.7513195
SWF-1310,64454,12,2107,0.0301622316668475,348435.742331743,5014655.29181007,346649.986133333,5015412.51056667
TIM-2,64454,13,2107,0.0299840093822547,348305.5,5014568.5,346649.986133333,5015412.51056667
SWF-1209,64457,37,2108,0.0188152002689907,349211.369268583,5019187.08442532,347859.032664758,5020141.11745561
SWF-1802,64464,24,2109,0.0204357385549953,375777.532330408,5014557.25790541,376260.288157777,5013928.89649606
SWF-1808,64485,28,2110,0.00902501126752364,375576.215820846,5010519.53521363,374916.931139401,5010371.37679893
SWF-1809,64485,29,2110,0.00947424093422885,375628.191623315,5010576.79681635,374916.931139401,5010371.37679893
NAT-3,64514,43,2112,0.231329686902216,355301.4688,4989989,355483.22502629,4991909.21513159
SWF-1808,64680,28,2113,0.0337492323276259,375576.215820846,5010519.53521363,374861.559900185,5012083.85500732
SWF-1809,64680,29,2113,0.033813486739551,375628.191623315,5010576.79681635,374861.559900185,5012083.85500732
SWF-1312,64686,15,2114,0.0237566257137824,349409.529477995,5013212.92964156,349309.154423748,5012627.96473577
NAT-10,64729,44,2115,0.124604482467461,337577.3438,5027708,336262.453272116,5028953.72717747
NAT-9,64729,48,2115,0.123864360184745,337702.9688,5027617,336262.453272116,5028953.72717747
NAT-3,64968,43,2116,0.26892698147226,355301.4688,4989989,356846.995559918,4989355.04263044
SWF-1228,65017,26,2117,0.0298808896949948,349066.788361716,5022696.74379202,349820.144010716,5021317.17949179
NAT-1,65017,27,2117,0.0549371344376164,348369.7813,5022168,349820.144010716,5021317.17949179
SWF-1204,65017,32,2117,0.0331866054179108,351251.890265503,5022682.43999134,349820.144010716,5021317.17949179
SWF-1221,65019,25,2118,0.0389080649997667,341406.731597883,5023127.75891249,341882.906044838,5024205.63029285
SWF-1439,65031,20,2119,0.0747563594447798,360442.252602021,5017305.57203595,359141.293497997,5017200.01221049
SWF-1444,65184,22,2121,0.00995848799917633,361154,5014021.5,359438.515051661,5014728.5510013
NAT-10,65193,44,2122,0.0966154937443578,337577.3438,5027708,337504.9864465,5029193.69985497
NAT-2,65193,45,2122,0.0983550659952232,337878.25,5027308.5,337504.9864465,5029193.69985497
NAT-7,65193,47,2122,0.0911699118272035,338364.5,5028036,337504.9864465,5029193.69985497
NAT-9,65193,48,2122,0.0957279001884258,337702.9688,5027617,337504.9864465,5029193.69985497
NAT-11,65193,49,2122,0.0751540160669337,338428.4688,5027688.5,337504.9864465,5029193.69985497
SWF-1802,65313,24,2124,0.0200126989406237,375777.532330408,5014557.25790541,373982.683222947,5014835.89300027
NAT-2,65547,45,2128,0.073123907427869,337878.25,5027308.5,339641.788881985,5028130.9525372
NAT-7,65547,47,2128,0.0650084579036771,338364.5,5028036,339641.788881985,5028130.9525372
NAT-11,65547,49,2128,0.0466808081003689,338428.4688,5027688.5,339641.788881985,5028130.9525372
NAT-3,65834,43,2130,0.0681451906055675,355301.4688,4989989,356681.736331081,4990947.01187662
NAT-10,66042,44,2132,0.0750564887467956,337577.3438,5027708,336550.166020466,5027375.78791657
NAT-2,66042,45,2132,0.0766677822388555,337878.25,5027308.5,336550.166020466,5027375.78791657
NAT-6,66042,46,2132,0.0627462713442324,337405.6563,5026972,336550.166020466,5027375.78791657
NAT-7,66042,47,2132,0.0784196113966734,338364.5,5028036,336550.166020466,5027375.78791657
NAT-9,66042,48,2132,0.0743760241992779,337702.9688,5027617,336550.166020466,5027375.78791657
NAT-11,66042,49,2132,0.0609944990903246,338428.4688,5027688.5,336550.166020466,5027375.78791657
NAT-10,66051,44,2133,0.0807453230386995,337577.3438,5027708,336566.19145307,5027057.32818424
NAT-2,66051,45,2133,0.0808322083265183,337878.25,5027308.5,336566.19145307,5027057.32818424
NAT-6,66051,46,2133,0.0651017323090611,337405.6563,5026972,336566.19145307,5027057.32818424
NAT-9,66051,48,2133,0.0795548077417003,337702.9688,5027617,336566.19145307,5027057.32818424
NAT-11,66051,49,2133,0.0646529754412233,338428.4688,5027688.5,336566.19145307,5027057.32818424
NAT-10,66077,44,2137,0.151119694416573,337577.3438,5027708,338141.94366512,5026242.53002729
NAT-2,66077,45,2137,0.148158702190992,337878.25,5027308.5,338141.94366512,5026242.53002729
NAT-6,66077,46,2137,0.132904199697813,337405.6563,5026972,338141.94366512,5026242.53002729
NAT-7,66077,47,2137,0.149143538052963,338364.5,5028036,338141.94366512,5026242.53002729
NAT-9,66077,48,2137,0.149105242888103,337702.9688,5027617,338141.94366512,5026242.53002729
NAT-11,66077,49,2137,0.130139567272723,338428.4688,5027688.5,338141.94366512,5026242.53002729
SWF-1808,66284,28,2138,0.0508840525155078,375576.215820846,5010519.53521363,374889.158621234,5012201.62032852
SWF-1809,66284,29,2138,0.0509319822859571,375628.191623315,5010576.79681635,374889.158621234,5012201.62032852
SWF-1428,66356,21,2139,0.0163493441386803,361627.192658303,5014807.79241731,360428.194828597,5014723.04787857
SWF-1444,66356,22,2139,0.0163452575110009,361154,5014021.5,360428.194828597,5014723.04787857
SWF-1914,66373,23,2140,0.00661211875034096,387185.069872237,5037170.43847948,387745.128593567,5037953.73509852
SWF-1134,66649,30,2142,0.0457388739827113,360681.983013408,5020000.49276395,359643.469862883,5021065.86853198
SWF-1207,66650,35,2143,0.105652505452995,349758.002494547,5019065.37041954,349410.391814653,5018892.31706459
SWF-1208,66650,36,2143,0.115846112101042,349953.910503852,5018864.50641,349410.391814653,5018892.31706459
SWF-1209,66650,37,2143,0.107522212550195,349211.369268583,5019187.08442532,349410.391814653,5018892.31706459
SWF-1253,66650,38,2143,0.109078503010462,349221.790069078,5017815.78826019,349410.391814653,5018892.31706459
SWF-1316,66650,39,2143,0.124987011781031,350370.871223657,5017808.40845983,349410.391814653,5018892.31706459
SWF-1439,66656,20,2144,0.0439819805407087,360442.252602021,5017305.57203595,359111.575443997,5017384.0382427
SWF-1808,67475,28,2147,0.0278286607927441,375576.215820846,5010519.53521363,374952.333469833,5009094.40941986
SWF-1809,67475,29,2147,0.0278739021440491,375628.191623315,5010576.79681635,374952.333469833,5009094.40941986
NAT-3,67497,43,2148,0.0373947226857034,355301.4688,4989989,354316.132418452,4989170.25313311
NAT-10,67640,44,2157,0.0715154616285667,337577.3438,5027708,336912.596404234,5027978.6508253
NAT-2,67640,45,2157,0.0778974291559141,337878.25,5027308.5,336912.596404234,5027978.6508253
NAT-6,67640,46,2157,0.0680688470872018,337405.6563,5026972,336912.596404234,5027978.6508253
NAT-7,67640,47,2157,0.078695010422097,338364.5,5028036,336912.596404234,5027978.6508253
NAT-9,67640,48,2157,0.0726255778873189,337702.9688,5027617,336912.596404234,5027978.6508253
NAT-11,67640,49,2157,0.0622490087345229,338428.4688,5027688.5,336912.596404234,5027978.6508253
NAT-1,67645,27,2158,0.0675398109881562,348369.7813,5022168,346556.212931746,5022045.40018003
NAT-2,67650,45,2159,0.0820619469141355,337878.25,5027308.5,339459.661170539,5026817.85243235
NAT-7,67650,47,2159,0.0773800567870198,338364.5,5028036,339459.661170539,5026817.85243235
NAT-9,67650,48,2159,0.0821702493286257,337702.9688,5027617,339459.661170539,5026817.85243235
NAT-11,67650,49,2159,0.0572958873951086,338428.4688,5027688.5,339459.661170539,5026817.85243235
NAT-10,67651,44,2160,0.05828135179127,337577.3438,5027708,337928.143437388,5027740.46397024
NAT-2,67651,45,2160,0.0601411960001089,337878.25,5027308.5,337928.143437388,5027740.46397024
NAT-6,67651,46,2160,0.0632881040909745,337405.6563,5026972,337928.143437388,5027740.46397024
NAT-7,67651,47,2160,0.0586905810800539,338364.5,5028036,337928.143437388,5027740.46397024
NAT-9,67651,48,2160,0.0535285758597418,337702.9688,5027617,337928.143437388,5027740.46397024
NAT-11,67651,49,2160,0.0428873684809165,338428.4688,5027688.5,337928.143437388,5027740.46397024
NAT-3,67654,43,2161,0.103881694192572,355301.4688,4989989,354750.483686129,4990761.71418497
NAT-2,67666,45,2162,0.0833369517515217,337878.25,5027308.5,339654.003990692,5027725.12255372
NAT-7,67666,47,2162,0.0757346072085667,338364.5,5028036,339654.003990692,5027725.12255372
NAT-9,67666,48,2162,0.0826388650765009,337702.9688,5027617,339654.003990692,5027725.12255372
NAT-11,67666,49,2162,0.056351927073739,338428.4688,5027688.5,339654.003990692,5027725.12255372
NAT-3,67750,43,2166,0.0630302998990324,355301.4688,4989989,353449.47419536,4990542.38740487
SWF-1312,67764,15,2167,0.0137016676457488,349409.529477995,5013212.92964156,350665.299616551,5012056.32035007
SWF-1310,67769,12,2170,0.0187363741319907,348435.742331743,5014655.29181007,347576.661665611,5013006.09273626
TIM-2,67769,13,2170,0.0184063514890174,348305.5,5014568.5,347576.661665611,5013006.09273626
SWF-1312,67769,15,2170,0.0196845062565304,349409.529477995,5013212.92964156,347576.661665611,5013006.09273626
NAT-3,67796,43,2171,0.052609428030788,355301.4688,4989989,356289.541508893,4990761.86489786
NAT-3,67797,43,2172,0.110592001166152,355301.4688,4989989,357012.064998116,4990931.90215377
NAT-3,67799,43,2174,0.205100935302303,355301.4688,4989989,356913.513141758,4991106.76026705
SWF-1310,67839,12,2176,0.013585906159925,348435.742331743,5014655.29181007,347754.29871743,5014354.48224581
TIM-2,67839,13,2176,0.012975630831317,348305.5,5014568.5,347754.29871743,5014354.48224581
SWF-1311,67839,14,2176,0.0187258753657316,348591.415239137,5014838.62241878,347754.29871743,5014354.48224581
SWF-1310,67850,12,2177,0.0118082969043015,348435.742331743,5014655.29181007,349696.613538753,5016072.55457818
SWF-1311,67850,14,2177,0.0166266865330083,348591.415239137,5014838.62241878,349696.613538753,5016072.55457818
SWF-1320,67850,17,2177,0.00948024099501991,350743.942441377,5015037.25262821,349696.613538753,5016072.55457818
SWF-1347,67850,19,2177,0.00960346733074221,351239.058964893,5016427.79519426,349696.613538753,5016072.55457818
SWF-1253,67850,38,2177,0.0103945325612049,349221.790069078,5017815.78826019,349696.613538753,5016072.55457818
SWF-1316,67850,39,2177,0.0258174891171916,350370.871223657,5017808.40845983,349696.613538753,5016072.55457818
SWF-1428,67880,21,2182,0.0131760856930097,361627.192658303,5014807.79241731,360373.188154358,5014642.95527568
SWF-1444,67880,22,2182,0.0130925917898512,361154,5014021.5,360373.188154358,5014642.95527568
SWF-1310,67884,12,2185,0.0180803116443888,348435.742331743,5014655.29181007,346905.523287751,5015453.90463624
TIM-2,67884,13,2185,0.0179098529892362,348305.5,5014568.5,346905.523287751,5015453.90463624
SWF-1311,67884,14,2185,0.0228372816873861,348591.415239137,5014838.62241878,346905.523287751,5015453.90463624
SWF-1314,67885,16,2186,0.00921591045887735,350897.473348669,5014427.14439923,351814.355704065,5015447.96660122
SWF-1320,67885,17,2186,0.00905231180607111,350743.942441377,5015037.25262821,351814.355704065,5015447.96660122
SWF-1325,67885,18,2186,0.00776204305776093,351779.64759057,5015044.85782857,351814.355704065,5015447.96660122
SWF-1347,67885,19,2186,0.00857315885609887,351239.058964893,5016427.79519426,351814.355704065,5015447.96660122
SWF-1306,67885,41,2186,0.0104943160457357,352812.866039645,5016413.9862936,351814.355704065,5015447.96660122
SWF-1352,67885,42,2186,0.0113577869474243,353632.026778553,5015481.1864493,351814.355704065,5015447.96660122
SWF-1310,67889,12,2187,0.0817148065442982,348435.742331743,5014655.29181007,348829.068169798,5016270.92276662
TIM-2,67889,13,2187,0.0816142065601441,348305.5,5014568.5,348829.068169798,5016270.92276662
SWF-1311,67889,14,2187,0.0864244980709129,348591.415239137,5014838.62241878,348829.068169798,5016270.92276662
SWF-1253,67889,38,2187,0.080467479835196,349221.790069078,5017815.78826019,348829.068169798,5016270.92276662
SWF-1221,67900,25,2189,0.0567110525726672,341406.731597883,5023127.75891249,340660.191772138,5024586.84953399
SWF-1621,67917,5,2194,0.0164693079487048,373231.347809471,5023056.94940913,373742.777314509,5023492.84959347
SWF-1221,67918,25,2195,0.0417856346800889,341406.731597883,5023127.75891249,343020.326634901,5023770.61462646
SWF-1310,67938,12,2196,0.0205827996930038,348435.742331743,5014655.29181007,348049.592536198,5016266.44194946
TIM-2,67938,13,2196,0.020445757445109,348305.5,5014568.5,348049.592536198,5016266.44194946
SWF-1311,67938,14,2196,0.0253289505501477,348591.415239137,5014838.62241878,348049.592536198,5016266.44194946
SWF-1253,67938,38,2196,0.0192674152897143,349221.790069078,5017815.78826019,348049.592536198,5016266.44194946
NAT-10,67952,44,2197,0.0831290359571045,337577.3438,5027708,336812.559466667,5027961.58353333
NAT-2,67952,45,2197,0.0884945357304556,337878.25,5027308.5,336812.559466667,5027961.58353333
NAT-6,67952,46,2197,0.07804030417974,337405.6563,5026972,336812.559466667,5027961.58353333
NAT-7,67952,47,2197,0.0891874907622112,338364.5,5028036,336812.559466667,5027961.58353333
NAT-9,67952,48,2197,0.0838370569119946,337702.9688,5027617,336812.559466667,5027961.58353333
NAT-11,67952,49,2197,0.0725788224380869,338428.4688,5027688.5,336812.559466667,5027961.58353333
SWF-1205,67988,33,2198,0.0372102008084025,352738.526636114,5020215.27907415,354510.354430274,5020429.78936977
NAT-3,67993,43,2199,0.120368633765419,355301.4688,4989989,354698.616506744,4991433.68995045
SWF-1621,68043,5,2201,0.0477847026084802,373231.347809471,5023056.94940913,374509.338635322,5022460.46273945
SWF-1310,68066,12,2202,0.0258473245002012,348435.742331743,5014655.29181007,347707.298919478,5014125.26035368
TIM-2,68066,13,2202,0.0252676475986924,348305.5,5014568.5,347707.298919478,5014125.26035368
SWF-1311,68066,14,2202,0.0309916110130702,348591.415239137,5014838.62241878,347707.298919478,5014125.26035368
SWF-1312,68066,15,2202,0.0285485390183269,349409.529477995,5013212.92964156,347707.298919478,5014125.26035368
SWF-1802,68067,24,2203,0.0119980221829704,375777.532330408,5014557.25790541,377655.348419513,5014182.27964744
NAT-3,68069,43,2204,0.065282024780452,355301.4688,4989989,355975.482596179,4988451.48943197
SWF-1808,68077,28,2207,0.0302338648168579,375576.215820846,5010519.53521363,376799.676302854,5009910.50649695
SWF-1809,68077,29,2207,0.0296575123188345,375628.191623315,5010576.79681635,376799.676302854,5009910.50649695
SWF-1221,68080,25,2208,0.0152342768639294,341406.731597883,5023127.75891249,342736.238430683,5022432.82130603
SWF-1310,68092,12,2210,0.061988778313388,348435.742331743,5014655.29181007,348332.355165958,5015484.13171348
TIM-2,68092,13,2210,0.0620104954515092,348305.5,5014568.5,348332.355165958,5015484.13171348
SWF-1311,68092,14,2210,0.0662594680009828,348591.415239137,5014838.62241878,348332.355165958,5015484.13171348
SWF-1802,68094,24,2211,0.13289103671639,375777.532330408,5014557.25790541,374565.411248181,5015719.25098895
SWF-1205,68102,33,2212,0.0127905509595676,352738.526636114,5020215.27907415,352558.027781405,5018474.0108822
SWF-1206,68102,34,2212,0.0122098628949061,352065.453704145,5019636.76084668,352558.027781405,5018474.0108822
SWF-1439,68110,20,2214,0.0775286694099655,360442.252602021,5017305.57203595,358651.207489147,5017003.421608
SWF-1310,68112,12,2215,0.0132548916680175,348435.742331743,5014655.29181007,347514.473877499,5014542.82502785
TIM-2,68112,13,2215,0.0130367242974989,348305.5,5014568.5,347514.473877499,5014542.82502785
SWF-1311,68112,14,2215,0.0180250318205184,348591.415239137,5014838.62241878,347514.473877499,5014542.82502785
SWF-1347,68113,19,2216,0.0142789269533155,351239.058964893,5016427.79519426,350470.918172618,5017782.05913411
SWF-1207,68113,35,2216,0.0159043333999875,349758.002494547,5019065.37041954,350470.918172618,5017782.05913411
SWF-1208,68113,36,2216,0.02438885247058,349953.910503852,5018864.50641,350470.918172618,5017782.05913411
SWF-1209,68113,37,2216,0.0174542990286575,349211.369268583,5019187.08442532,350470.918172618,5017782.05913411
SWF-1253,68113,38,2216,0.0145655162091863,349221.790069078,5017815.78826019,350470.918172618,5017782.05913411
SWF-1316,68113,39,2216,0.0238451542616667,350370.871223657,5017808.40845983,350470.918172618,5017782.05913411
SWF-1802,68142,24,2218,0.0184644527731327,375777.532330408,5014557.25790541,375216.280340094,5015943.33958899
SWF-1347,68181,19,2219,0.013262605365491,351239.058964893,5016427.79519426,350268.830149324,5017926.58843322
