Pond1,Pond2,Node1,Node2,Resistance
SWF-1127,SWF-1133,1,2,44.70061206
SWF-1127,SWF-1134,1,3,21.34512675
SWF-1127,SWF-1204,1,4,23.3421226
SWF-1127,SWF-1205,1,5,28.0702372
SWF-1127,SWF-1206,1,6,24.58229629
SWF-1127,SWF-1207,1,7,30.02240704
SWF-1127,SWF-1208,1,8,19.15139564
SWF-1127,SWF-1209,1,9,19.78030241
SWF-1127,SWF-1215,1,10,30.62538287
SWF-1127,SWF-1220,1,11,27.64192424
SWF-1127,SWF-1221,1,12,39.68205185
SWF-1127,SWF-1227,1,13,25.86464627
SWF-1127,SWF-1228,1,14,24.03606268
SWF-1127,SWF-1234,1,15,22.20355199
SWF-1127,SWF-1235,1,16,22.56109787
SWF-1127,SWF-1236,1,17,24.5388119
SWF-1127,SWF-1253,1,18,33.85748662
SWF-1127,SWF-1306,1,19,22.32806748
SWF-1127,SWF-1310,1,20,39.01582222
SWF-1127,TIM-2,1,21,38.07333192
SWF-1127,SWF-1311,1,22,21.42759255
SWF-1127,SWF-1312,1,23,39.0013098
SWF-1127,SWF-1314,1,24,36.31486833
SWF-1127,SWF-1316,1,25,19.90860767
SWF-1127,SWF-1320,1,26,31.11541252
SWF-1127,SWF-1325,1,27,34.57850604
SWF-1127,SWF-1347,1,28,26.1373522
SWF-1127,SWF-1352,1,29,27.78108915
SWF-1127,SWF-1428,1,30,42.36301762
SWF-1127,SWF-1439,1,31,18.84327594
SWF-1127,SWF-1444,1,32,39.56090944
SWF-1127,SWF-1501,1,33,46.6751686
SWF-1127,SWF-1610,1,34,35.21912893
SWF-1127,SWF-1616,1,35,28.96774081
SWF-1127,SWF-1621,1,36,18.00925786
SWF-1127,SWF-1622,1,37,45.19737608
SWF-1127,SWF-1802,1,38,17.37778617
SWF-1127,SWF-1808,1,39,18.60505209
SWF-1127,SWF-1809,1,40,18.11064682
SWF-1127,SWF-1914,1,41,45.87061146
SWF-1127,NAT-1,1,42,18.04256267
SWF-1127,NAT-2,1,43,17.36884135
SWF-1127,NAT-3,1,44,17.78919288
SWF-1127,NAT-6,1,47,18.0284489
SWF-1127,NAT-7,1,48,17.65655408
SWF-1127,NAT-9,1,49,18.019651
SWF-1127,NAT-10,1,50,17.54423128
SWF-1127,NAT-11,1,51,18.93563037
SWF-1133,SWF-1134,2,3,47.56311454
SWF-1133,SWF-1204,2,4,46.97650295
SWF-1133,SWF-1205,2,5,52.31641448
SWF-1133,SWF-1206,2,6,48.73488372
SWF-1133,SWF-1207,2,7,53.97252239
SWF-1133,SWF-1208,2,8,43.10738643
SWF-1133,SWF-1209,2,9,43.70752658
SWF-1133,SWF-1215,2,10,54.15099018
SWF-1133,SWF-1220,2,11,51.18025115
SWF-1133,SWF-1221,2,12,63.29849728
SWF-1133,SWF-1227,2,13,49.35571165
SWF-1133,SWF-1228,2,14,47.72655454
SWF-1133,SWF-1234,2,15,45.56434174
SWF-1133,SWF-1235,2,16,45.92625079
SWF-1133,SWF-1236,2,17,48.02191383
SWF-1133,SWF-1253,2,18,57.87289437
SWF-1133,SWF-1306,2,19,46.67492071
SWF-1133,SWF-1310,2,20,63.10851278
SWF-1133,TIM-2,2,21,62.16954716
SWF-1133,SWF-1311,2,22,45.51200077
SWF-1133,SWF-1312,2,23,63.14511368
SWF-1133,SWF-1314,2,24,60.53835886
SWF-1133,SWF-1316,2,25,43.95461577
SWF-1133,SWF-1320,2,26,55.30383275
SWF-1133,SWF-1325,2,27,58.84125068
SWF-1133,SWF-1347,2,28,50.31556458
SWF-1133,SWF-1352,2,29,52.27033023
SWF-1133,SWF-1428,2,30,68.06123741
SWF-1133,SWF-1439,2,31,44.5594133
SWF-1133,SWF-1444,2,32,65.04790018
SWF-1133,SWF-1501,2,33,71.28957212
SWF-1133,SWF-1610,2,34,59.84063525
SWF-1133,SWF-1616,2,35,52.81283085
SWF-1133,SWF-1621,2,36,42.78955846
SWF-1133,SWF-1622,2,37,68.41546798
SWF-1133,SWF-1802,2,38,42.33709163
SWF-1133,SWF-1808,2,39,43.42468557
SWF-1133,SWF-1809,2,40,42.93164979
SWF-1133,SWF-1914,2,41,69.6951597
SWF-1133,NAT-1,2,42,41.7402885
SWF-1133,NAT-2,2,43,40.91817605
SWF-1133,NAT-3,2,44,42.14988848
SWF-1133,NAT-6,2,47,41.57805131
SWF-1133,NAT-7,2,48,41.2011565
SWF-1133,NAT-9,2,49,41.56593675
SWF-1133,NAT-10,2,50,41.09006271
SWF-1133,NAT-11,2,51,42.48291544
SWF-1134,SWF-1204,3,4,21.8548371
SWF-1134,SWF-1205,3,5,25.58168517
SWF-1134,SWF-1206,3,6,22.48338744
SWF-1134,SWF-1207,3,7,28.64621943
SWF-1134,SWF-1208,3,8,17.779881
SWF-1134,SWF-1209,3,9,18.44632309
SWF-1134,SWF-1215,3,10,29.43733498
SWF-1134,SWF-1220,3,11,26.87204795
SWF-1134,SWF-1221,3,12,38.81320112
SWF-1134,SWF-1227,3,13,24.73809563
SWF-1134,SWF-1228,3,14,22.85025553
SWF-1134,SWF-1234,3,15,21.07776464
SWF-1134,SWF-1235,3,16,21.44032831
SWF-1134,SWF-1236,3,17,23.39958254
SWF-1134,SWF-1253,3,18,32.62157362
SWF-1134,SWF-1306,3,19,20.43452951
SWF-1134,SWF-1310,3,20,38.05313622
SWF-1134,TIM-2,3,21,37.16051891
SWF-1134,SWF-1311,3,22,20.40403022
SWF-1134,SWF-1312,3,23,38.13289296
SWF-1134,SWF-1314,3,24,35.14092916
SWF-1134,SWF-1316,3,25,18.44413486
SWF-1134,SWF-1320,3,26,29.89474715
SWF-1134,SWF-1325,3,27,33.20568053
SWF-1134,SWF-1347,3,28,24.71452409
SWF-1134,SWF-1352,3,29,25.6565366
SWF-1134,SWF-1428,3,30,40.43907087
SWF-1134,SWF-1439,3,31,15.30628647
SWF-1134,SWF-1444,3,32,37.70305364
SWF-1134,SWF-1501,3,33,46.85301452
SWF-1134,SWF-1610,3,34,37.66974879
SWF-1134,SWF-1616,3,35,31.55336499
SWF-1134,SWF-1621,3,36,20.1869753
SWF-1134,SWF-1622,3,37,46.79880584
SWF-1134,SWF-1802,3,38,18.96136577
SWF-1134,SWF-1808,3,39,19.75639867
SWF-1134,SWF-1809,3,40,19.2668255
SWF-1134,SWF-1914,3,41,46.76394563
SWF-1134,NAT-1,3,42,16.89392591
SWF-1134,NAT-2,3,43,16.54312378
SWF-1134,NAT-3,3,44,17.62713427
SWF-1134,NAT-6,3,47,17.20580586
SWF-1134,NAT-7,3,48,16.83243412
SWF-1134,NAT-9,3,49,17.19905935
SWF-1134,NAT-10,3,50,16.72444202
SWF-1134,NAT-11,3,51,18.108924
SWF-1204,SWF-1205,4,5,23.14293182
SWF-1204,SWF-1206,4,6,19.36951697
SWF-1204,SWF-1207,4,7,24.68733191
SWF-1204,SWF-1208,4,8,13.87465495
SWF-1204,SWF-1209,4,9,14.39478865
SWF-1204,SWF-1215,4,10,22.87815607
SWF-1204,SWF-1220,4,11,23.42580301
SWF-1204,SWF-1221,4,12,35.07559568
SWF-1204,SWF-1227,4,13,19.32277318
SWF-1204,SWF-1228,4,14,17.19739352
SWF-1204,SWF-1234,4,15,15.86638562
SWF-1204,SWF-1235,4,16,16.26709518
SWF-1204,SWF-1236,4,17,17.77692145
SWF-1204,SWF-1253,4,18,29.17506782
SWF-1204,SWF-1306,4,19,18.56694251
SWF-1204,SWF-1310,4,20,35.19500411
SWF-1204,TIM-2,4,21,34.34324342
SWF-1204,SWF-1311,4,22,17.47989575
SWF-1204,SWF-1312,4,23,35.53177353
SWF-1204,SWF-1314,4,24,32.7781633
SWF-1204,SWF-1316,4,25,15.03310908
SWF-1204,SWF-1320,4,26,27.37022714
SWF-1204,SWF-1325,4,27,30.98254342
SWF-1204,SWF-1347,4,28,22.08333666
SWF-1204,SWF-1352,4,29,24.44872812
SWF-1204,SWF-1428,4,30,41.87129744
SWF-1204,SWF-1439,4,31,18.04345843
SWF-1204,SWF-1444,4,32,38.7821821
SWF-1204,SWF-1501,4,33,45.31087031
SWF-1204,SWF-1610,4,34,36.72186276
SWF-1204,SWF-1616,4,35,30.57615058
SWF-1204,SWF-1621,4,36,19.15907361
SWF-1204,SWF-1622,4,37,45.33265737
SWF-1204,SWF-1802,4,38,17.8982432
SWF-1204,SWF-1808,4,39,18.54594704
SWF-1204,SWF-1809,4,40,18.05800507
SWF-1204,SWF-1914,4,41,44.98086845
SWF-1204,NAT-1,4,42,11.78162376
SWF-1204,NAT-2,4,43,12.9320163
SWF-1204,NAT-3,4,44,15.62448554
SWF-1204,NAT-6,4,47,13.6046926
SWF-1204,NAT-7,4,48,13.22514238
SWF-1204,NAT-9,4,49,13.60324245
SWF-1204,NAT-10,4,50,13.13101656
SWF-1204,NAT-11,4,51,14.49413064
SWF-1205,SWF-1206,5,6,18.6641612
SWF-1205,SWF-1207,5,7,29.77493744
SWF-1205,SWF-1208,5,8,18.96787254
SWF-1205,SWF-1209,5,9,19.73284556
SWF-1205,SWF-1215,5,10,31.3930005
SWF-1205,SWF-1220,5,11,29.51716888
SWF-1205,SWF-1221,5,12,41.270537
SWF-1205,SWF-1227,5,13,26.84673327
SWF-1205,SWF-1228,5,14,24.55075359
SWF-1205,SWF-1234,5,15,23.39632232
SWF-1205,SWF-1235,5,16,23.75618975
SWF-1205,SWF-1236,5,17,25.50006324
SWF-1205,SWF-1253,5,18,34.29382973
SWF-1205,SWF-1306,5,19,22.42433738
SWF-1205,SWF-1310,5,20,40.43815662
SWF-1205,TIM-2,5,21,39.62247284
SWF-1205,SWF-1311,5,22,22.68657054
SWF-1205,SWF-1312,5,23,40.764383
SWF-1205,SWF-1314,5,24,37.63944449
SWF-1205,SWF-1316,5,25,19.63598368
SWF-1205,SWF-1320,5,26,32.20221992
SWF-1205,SWF-1325,5,27,35.57985074
SWF-1205,SWF-1347,5,28,26.62776758
SWF-1205,SWF-1352,5,29,28.20030399
SWF-1205,SWF-1428,5,30,45.67465148
SWF-1205,SWF-1439,5,31,21.37049664
SWF-1205,SWF-1444,5,32,42.67092783
SWF-1205,SWF-1501,5,33,50.46635106
SWF-1205,SWF-1610,5,34,41.97165717
SWF-1205,SWF-1616,5,35,35.87049754
SWF-1205,SWF-1621,5,36,24.41366474
SWF-1205,SWF-1622,5,37,50.78305134
SWF-1205,SWF-1802,5,38,23.08002529
SWF-1205,SWF-1808,5,39,23.72981933
SWF-1205,SWF-1809,5,40,23.24191813
SWF-1205,SWF-1914,5,41,50.49369753
SWF-1205,NAT-1,5,42,18.67857028
SWF-1205,NAT-2,5,43,19.10008544
SWF-1205,NAT-3,5,44,20.90488483
SWF-1205,NAT-6,5,47,19.76764703
SWF-1205,NAT-7,5,48,19.39359989
SWF-1205,NAT-9,5,49,19.7651328
SWF-1205,NAT-10,5,50,19.29192883
SWF-1205,NAT-11,5,51,20.66504846
SWF-1206,SWF-1207,6,7,24.04920117
SWF-1206,SWF-1208,6,8,13.30455849
SWF-1206,SWF-1209,6,9,14.23266651
SWF-1206,SWF-1215,6,10,27.24132411
SWF-1206,SWF-1220,6,11,25.43981895
SWF-1206,SWF-1221,6,12,37.06157116
SWF-1206,SWF-1227,6,13,22.70330218
SWF-1206,SWF-1228,6,14,19.95226544
SWF-1206,SWF-1234,6,15,19.53900051
SWF-1206,SWF-1235,6,16,19.88250438
SWF-1206,SWF-1236,6,17,21.38688117
SWF-1206,SWF-1253,6,18,29.08916422
SWF-1206,SWF-1306,6,19,17.71925078
SWF-1206,SWF-1310,6,20,35.86077982
SWF-1206,TIM-2,6,21,35.1060019
SWF-1206,SWF-1311,6,22,18.02910325
SWF-1206,SWF-1312,6,23,36.37145782
SWF-1206,SWF-1314,6,24,33.14654319
SWF-1206,SWF-1316,6,25,13.92334023
SWF-1206,SWF-1320,6,26,27.56381222
SWF-1206,SWF-1325,6,27,31.0149324
SWF-1206,SWF-1347,6,28,21.67371986
SWF-1206,SWF-1352,6,29,23.95685341
SWF-1206,SWF-1428,6,30,42.37989061
SWF-1206,SWF-1439,6,31,18.31490826
SWF-1206,SWF-1444,6,32,39.32038127
SWF-1206,SWF-1501,6,33,46.52920867
SWF-1206,SWF-1610,6,34,38.24854474
SWF-1206,SWF-1616,6,35,32.16469237
SWF-1206,SWF-1621,6,36,20.67672881
SWF-1206,SWF-1622,6,37,47.0637262
SWF-1206,SWF-1802,6,38,19.30337304
SWF-1206,SWF-1808,6,39,19.9144962
SWF-1206,SWF-1809,6,40,19.42708374
SWF-1206,SWF-1914,6,41,46.73018982
SWF-1206,NAT-1,6,42,14.06022694
SWF-1206,NAT-2,6,43,14.9794973
SWF-1206,NAT-3,6,44,16.84731297
SWF-1206,NAT-6,6,47,15.64908374
SWF-1206,NAT-7,6,48,15.27759648
SWF-1206,NAT-9,6,49,15.65023855
SWF-1206,NAT-10,6,50,15.17790401
SWF-1206,NAT-11,6,51,16.54529963
SWF-1207,SWF-1208,7,8,11.75829158
SWF-1207,SWF-1209,7,9,13.80950543
SWF-1207,SWF-1215,7,10,31.60077212
SWF-1207,SWF-1220,7,11,29.76184248
SWF-1207,SWF-1221,7,12,41.1343012
SWF-1207,SWF-1227,7,13,26.99192402
SWF-1207,SWF-1228,7,14,23.52898704
SWF-1207,SWF-1234,7,15,24.32099082
SWF-1207,SWF-1235,7,16,24.6343619
SWF-1207,SWF-1236,7,17,25.74650483
SWF-1207,SWF-1253,7,18,30.58119476
SWF-1207,SWF-1306,7,19,22.31943494
SWF-1207,SWF-1310,7,20,39.29609966
SWF-1207,TIM-2,7,21,38.65614044
SWF-1207,SWF-1311,7,22,21.30596349
SWF-1207,SWF-1312,7,23,40.23176523
SWF-1207,SWF-1314,7,24,37.0630662
SWF-1207,SWF-1316,7,25,15.41053711
SWF-1207,SWF-1320,7,26,31.26452008
SWF-1207,SWF-1325,7,27,35.05218849
SWF-1207,SWF-1347,7,28,25.17964219
SWF-1207,SWF-1352,7,29,28.99867289
SWF-1207,SWF-1428,7,30,48.23730424
SWF-1207,SWF-1439,7,31,24.60203328
SWF-1207,SWF-1444,7,32,45.08099617
SWF-1207,SWF-1501,7,33,51.17221932
SWF-1207,SWF-1610,7,34,43.25399897
SWF-1207,SWF-1616,7,35,37.19665284
SWF-1207,SWF-1621,7,36,25.65828228
SWF-1207,SWF-1622,7,37,52.06266686
SWF-1207,SWF-1802,7,38,24.22192275
SWF-1207,SWF-1808,7,39,24.76605718
SWF-1207,SWF-1809,7,40,24.27948737
SWF-1207,SWF-1914,7,41,51.64957133
SWF-1207,NAT-1,7,42,17.45859594
SWF-1207,NAT-2,7,43,19.21856186
SWF-1207,NAT-3,7,44,21.26784206
SWF-1207,NAT-6,7,47,19.89208251
SWF-1207,NAT-7,7,48,19.52513236
SWF-1207,NAT-9,7,49,19.90006255
SWF-1207,NAT-10,7,50,19.42937207
SWF-1207,NAT-11,7,51,20.78581763
SWF-1208,SWF-1209,8,9,2.756721614
SWF-1208,SWF-1215,8,10,20.77646572
SWF-1208,SWF-1220,8,11,18.89463692
SWF-1208,SWF-1221,8,12,30.27092373
SWF-1208,SWF-1227,8,13,16.15933637
SWF-1208,SWF-1228,8,14,12.71916062
SWF-1208,SWF-1234,8,15,13.4807275
SWF-1208,SWF-1235,8,16,13.79423021
SWF-1208,SWF-1236,8,17,14.91490716
SWF-1208,SWF-1253,8,18,19.50482261
SWF-1208,SWF-1306,8,19,11.3421815
SWF-1208,SWF-1310,8,20,28.34422758
SWF-1208,TIM-2,8,21,27.71343596
SWF-1208,SWF-1311,8,22,10.34243503
SWF-1208,SWF-1312,8,23,29.30338979
SWF-1208,SWF-1314,8,24,26.11315829
SWF-1208,SWF-1316,8,25,4.246084804
SWF-1208,SWF-1320,8,26,20.29727723
SWF-1208,SWF-1325,8,27,24.09068033
SWF-1208,SWF-1347,8,28,14.17264026
SWF-1208,SWF-1352,8,29,18.05435081
SWF-1208,SWF-1428,8,30,37.36064346
SWF-1208,SWF-1439,8,31,13.73155614
SWF-1208,SWF-1444,8,32,34.20235412
SWF-1208,SWF-1501,8,33,40.28116357
SWF-1208,SWF-1610,8,34,32.37887932
SWF-1208,SWF-1616,8,35,26.3235123
SWF-1208,SWF-1621,8,36,14.78240807
SWF-1208,SWF-1622,8,37,41.19195674
SWF-1208,SWF-1802,8,38,13.34196303
SWF-1208,SWF-1808,8,39,13.88363103
SWF-1208,SWF-1809,8,40,13.39709392
SWF-1208,SWF-1914,8,41,40.77758585
SWF-1208,NAT-1,8,42,6.636796107
SWF-1208,NAT-2,8,43,8.354617813
SWF-1208,NAT-3,8,44,10.37167236
SWF-1208,NAT-6,8,47,9.027895562
SWF-1208,NAT-7,8,48,8.66125984
SWF-1208,NAT-9,8,49,9.035869483
SWF-1208,NAT-10,8,50,8.565139407
SWF-1208,NAT-11,8,51,9.922028889
SWF-1209,SWF-1215,9,10,21.23703839
SWF-1209,SWF-1220,9,11,19.42978632
SWF-1209,SWF-1221,9,12,30.77456545
SWF-1209,SWF-1227,9,13,16.62128726
SWF-1209,SWF-1228,9,14,13.09528545
SWF-1209,SWF-1234,9,15,13.99555838
SWF-1209,SWF-1235,9,16,14.30639387
SWF-1209,SWF-1236,9,17,15.3825532
SWF-1209,SWF-1253,9,18,20.39658013
SWF-1209,SWF-1306,9,19,12.27981201
SWF-1209,SWF-1310,9,20,29.04955984
SWF-1209,TIM-2,9,21,28.40010312
SWF-1209,SWF-1311,9,22,11.06987145
SWF-1209,SWF-1312,9,23,29.97745452
SWF-1209,SWF-1314,9,24,26.87199528
SWF-1209,SWF-1316,9,25,5.621935538
SWF-1209,SWF-1320,9,26,21.09844855
SWF-1209,SWF-1325,9,27,24.9084028
SWF-1209,SWF-1347,9,28,15.11483618
SWF-1209,SWF-1352,9,29,18.90418325
SWF-1209,SWF-1428,9,30,38.03384854
SWF-1209,SWF-1439,9,31,14.41751967
SWF-1209,SWF-1444,9,32,34.87432575
SWF-1209,SWF-1501,9,33,40.90578698
SWF-1209,SWF-1610,9,34,32.98808585
SWF-1209,SWF-1616,9,35,26.9295336
SWF-1209,SWF-1621,9,36,15.39186407
SWF-1209,SWF-1622,9,37,41.78947993
SWF-1209,SWF-1802,9,38,13.9574773
SWF-1209,SWF-1808,9,39,14.50074485
SWF-1209,SWF-1809,9,40,14.01418331
SWF-1209,SWF-1914,9,41,41.37271483
SWF-1209,NAT-1,9,42,6.999970232
SWF-1209,NAT-2,9,43,8.874192595
SWF-1209,NAT-3,9,44,10.99324052
SWF-1209,NAT-6,9,47,9.548439227
SWF-1209,NAT-7,9,48,9.181364825
SWF-1209,NAT-9,9,49,9.557006179
SWF-1209,NAT-10,9,50,9.08651878
SWF-1209,NAT-11,9,51,10.44132111
SWF-1215,SWF-1220,10,11,30.12341097
SWF-1215,SWF-1221,10,12,41.65769912
SWF-1215,SWF-1227,10,13,20.19963749
SWF-1215,SWF-1228,10,14,22.89153057
SWF-1215,SWF-1234,10,15,20.13115948
SWF-1215,SWF-1235,10,16,20.31680321
SWF-1215,SWF-1236,10,17,17.05660258
SWF-1215,SWF-1253,10,18,36.07862059
SWF-1215,SWF-1306,10,19,25.83010429
SWF-1215,SWF-1310,10,20,42.09592688
SWF-1215,TIM-2,10,21,41.23917826
SWF-1215,SWF-1311,10,22,24.38401345
SWF-1215,SWF-1312,10,23,42.45403006
SWF-1215,SWF-1314,10,24,39.79621181
SWF-1215,SWF-1316,10,25,22.0511132
SWF-1215,SWF-1320,10,26,34.38319846
SWF-1215,SWF-1325,10,27,38.06616209
SWF-1215,SWF-1347,10,28,29.15057609
SWF-1215,SWF-1352,10,29,31.78355946
SWF-1215,SWF-1428,10,30,49.33636992
SWF-1215,SWF-1439,10,31,25.65869215
SWF-1215,SWF-1444,10,32,46.2158383
