Point1,Point2,X1,Y1,X2,Y2
NAT-11,25036,,,339751.698594493,5027790.33302706
NAT-2,25037,,,336358.713725253,5027800.51927782
NAT-6,25037,,,336358.713725253,5027800.51927782
NAT-9,25037,,,336358.713725253,5027800.51927782
NAT-10,25037,,,336358.713725253,5027800.51927782
NAT-2,25039,,,336583.052301457,5027774.22267199
NAT-6,25039,,,336583.052301457,5027774.22267199
NAT-7,25039,,,336583.052301457,5027774.22267199
NAT-9,25039,,,336583.052301457,5027774.22267199
NAT-10,25039,,,336583.052301457,5027774.22267199
NAT-11,25039,,,336583.052301457,5027774.22267199
SWF-1914,25064,387185.069872237,5037170.43847948,386668.474087249,5037971.30527703
SWF-1914,25065,387185.069872237,5037170.43847948,387034.837857413,5038066.04118135
SWF-1914,25067,387185.069872237,5037170.43847948,386967.447802867,5038086.53953853
SWF-1914,25070,387185.069872237,5037170.43847948,386033.11675961,5038046.05364949
SWF-1914,25071,387185.069872237,5037170.43847948,386876.801894826,5038153.00126796
SWF-1914,25072,387185.069872237,5037170.43847948,386071.253297067,5038208.77885891
NAT-2,25100,,,338516.153966643,5027488.5300734
NAT-6,25100,,,338516.153966643,5027488.5300734
NAT-7,25100,,,338516.153966643,5027488.5300734
NAT-9,25100,,,338516.153966643,5027488.5300734
NAT-10,25100,,,338516.153966643,5027488.5300734
NAT-11,25100,,,338516.153966643,5027488.5300734
NAT-2,25111,,,338172.60008037,5027821.1393582
NAT-6,25111,,,338172.60008037,5027821.1393582
NAT-7,25111,,,338172.60008037,5027821.1393582
NAT-9,25111,,,338172.60008037,5027821.1393582
NAT-10,25111,,,338172.60008037,5027821.1393582
NAT-11,25111,,,338172.60008037,5027821.1393582
NAT-7,25112,,,339813.097366666,5027838.5707
NAT-11,25112,,,339813.097366666,5027838.5707
NAT-2,25119,,,337259.252520573,5027828.75169018
NAT-6,25119,,,337259.252520573,5027828.75169018
NAT-7,25119,,,337259.252520573,5027828.75169018
NAT-9,25119,,,337259.252520573,5027828.75169018
NAT-10,25119,,,337259.252520573,5027828.75169018
NAT-11,25119,,,337259.252520573,5027828.75169018
NAT-2,25121,,,338248.935884765,5026462.95194956
NAT-6,25121,,,338248.935884765,5026462.95194956
NAT-7,25121,,,338248.935884765,5026462.95194956
NAT-9,25121,,,338248.935884765,5026462.95194956
NAT-10,25121,,,338248.935884765,5026462.95194956
NAT-11,25121,,,338248.935884765,5026462.95194956
SWF-1228,25127,349066.788361716,5022696.74379202,347930.079042844,5021568.07936491
NAT-1,25127,,,347930.079042844,5021568.07936491
SWF-1204,25128,351251.890265503,5022682.43999134,352299.484552996,5023820.59101555
SWF-1221,25135,341406.731597883,5023127.75891249,342820.685540996,5023805.43064011
NAT-2,25153,,,338461.673819494,5025942.99445607
NAT-6,25153,,,338461.673819494,5025942.99445607
NAT-9,25153,,,338461.673819494,5025942.99445607
NAT-10,25153,,,338461.673819494,5025942.99445607
NAT-11,25153,,,338461.673819494,5025942.99445607
NAT-2,25169,,,338393.971699869,5026058.63591753
NAT-6,25169,,,338393.971699869,5026058.63591753
NAT-7,25169,,,338393.971699869,5026058.63591753
NAT-9,25169,,,338393.971699869,5026058.63591753
NAT-10,25169,,,338393.971699869,5026058.63591753
NAT-11,25169,,,338393.971699869,5026058.63591753
NAT-2,25174,,,337995.108282086,5027903.89545885
NAT-6,25174,,,337995.108282086,5027903.89545885
NAT-7,25174,,,337995.108282086,5027903.89545885
NAT-9,25174,,,337995.108282086,5027903.89545885
NAT-10,25174,,,337995.108282086,5027903.89545885
NAT-11,25174,,,337995.108282086,5027903.89545885
NAT-2,25176,,,337679.104756059,5027912.47507949
NAT-6,25176,,,337679.104756059,5027912.47507949
NAT-7,25176,,,337679.104756059,5027912.47507949
NAT-9,25176,,,337679.104756059,5027912.47507949
NAT-10,25176,,,337679.104756059,5027912.47507949
NAT-11,25176,,,337679.104756059,5027912.47507949
NAT-2,25181,,,339684.822566667,5027654.5912
NAT-7,25181,,,339684.822566667,5027654.5912
NAT-9,25181,,,339684.822566667,5027654.5912
NAT-11,25181,,,339684.822566667,5027654.5912
NAT-2,25188,,,336800.204415212,5027940.50304446
NAT-6,25188,,,336800.204415212,5027940.50304446
NAT-7,25188,,,336800.204415212,5027940.50304446
NAT-9,25188,,,336800.204415212,5027940.50304446
NAT-10,25188,,,336800.204415212,5027940.50304446
NAT-11,25188,,,336800.204415212,5027940.50304446
NAT-2,25190,,,337963.424059243,5027957.62051213
NAT-6,25190,,,337963.424059243,5027957.62051213
NAT-7,25190,,,337963.424059243,5027957.62051213
NAT-9,25190,,,337963.424059243,5027957.62051213
NAT-10,25190,,,337963.424059243,5027957.62051213
NAT-11,25190,,,337963.424059243,5027957.62051213
NAT-6,25191,,,335930.24920531,5027874.87412705
NAT-9,25191,,,335930.24920531,5027874.87412705
NAT-10,25191,,,335930.24920531,5027874.87412705
NAT-7,25194,,,339841.529290988,5027947.94557671
NAT-11,25194,,,339841.529290988,5027947.94557671
NAT-2,25198,,,337031.297472231,5027938.30863047
NAT-6,25198,,,337031.297472231,5027938.30863047
NAT-7,25198,,,337031.297472231,5027938.30863047
NAT-9,25198,,,337031.297472231,5027938.30863047
NAT-10,25198,,,337031.297472231,5027938.30863047
NAT-11,25198,,,337031.297472231,5027938.30863047
NAT-7,25199,,,339969.7585,5027987.05116667
NAT-11,25199,,,339969.7585,5027987.05116667
SWF-1914,25244,387185.069872237,5037170.43847948,386053.801383539,5038488.72051901
NAT-2,25245,,,337786.517053015,5027668.87065529
NAT-6,25245,,,337786.517053015,5027668.87065529
NAT-7,25245,,,337786.517053015,5027668.87065529
NAT-9,25245,,,337786.517053015,5027668.87065529
NAT-10,25245,,,337786.517053015,5027668.87065529
NAT-11,25245,,,337786.517053015,5027668.87065529
NAT-2,25246,,,337930.02110023,5027647.94016783
NAT-6,25246,,,337930.02110023,5027647.94016783
NAT-7,25246,,,337930.02110023,5027647.94016783
NAT-9,25246,,,337930.02110023,5027647.94016783
NAT-10,25246,,,337930.02110023,5027647.94016783
NAT-11,25246,,,337930.02110023,5027647.94016783
NAT-2,25248,,,339683.7086,5027679.82803333
NAT-7,25248,,,339683.7086,5027679.82803333
NAT-9,25248,,,339683.7086,5027679.82803333
NAT-11,25248,,,339683.7086,5027679.82803333
NAT-7,25275,,,339946.602133333,5028064.8182
NAT-11,25275,,,339946.602133333,5028064.8182
NAT-2,25276,,,336923.894423623,5028034.1832443
NAT-6,25276,,,336923.894423623,5028034.1832443
NAT-7,25276,,,336923.894423623,5028034.1832443
NAT-9,25276,,,336923.894423623,5028034.1832443
NAT-10,25276,,,336923.894423623,5028034.1832443
NAT-11,25276,,,336923.894423623,5028034.1832443
NAT-7,25277,,,339893.914433333,5028109.2818
NAT-11,25277,,,339893.914433333,5028109.2818
NAT-7,25278,,,339843.370466667,5028110.1202
NAT-11,25278,,,339843.370466667,5028110.1202
NAT-2,25279,,,339263.472338686,5028041.4808718
NAT-7,25279,,,339263.472338686,5028041.4808718
NAT-9,25279,,,339263.472338686,5028041.4808718
NAT-10,25279,,,339263.472338686,5028041.4808718
NAT-11,25279,,,339263.472338686,5028041.4808718
NAT-2,25280,,,338971.055090822,5028037.63326432
NAT-6,25280,,,338971.055090822,5028037.63326432
NAT-7,25280,,,338971.055090822,5028037.63326432
NAT-9,25280,,,338971.055090822,5028037.63326432
NAT-10,25280,,,338971.055090822,5028037.63326432
NAT-11,25280,,,338971.055090822,5028037.63326432
NAT-2,25281,,,337087.992976584,5028071.31590531
NAT-6,25281,,,337087.992976584,5028071.31590531
NAT-7,25281,,,337087.992976584,5028071.31590531
NAT-9,25281,,,337087.992976584,5028071.31590531
NAT-10,25281,,,337087.992976584,5028071.31590531
NAT-11,25281,,,337087.992976584,5028071.31590531
NAT-7,25283,,,340348.883144425,5028054.78525285
NAT-11,25283,,,340348.883144425,5028054.78525285
NAT-2,25285,,,337884.67581735,5028124.39445614
NAT-6,25285,,,337884.67581735,5028124.39445614
NAT-7,25285,,,337884.67581735,5028124.39445614
NAT-9,25285,,,337884.67581735,5028124.39445614
NAT-10,25285,,,337884.67581735,5028124.39445614
NAT-11,25285,,,337884.67581735,5028124.39445614
NAT-2,25286,,,337101.437720449,5028149.80210838
NAT-6,25286,,,337101.437720449,5028149.80210838
NAT-7,25286,,,337101.437720449,5028149.80210838
NAT-9,25286,,,337101.437720449,5028149.80210838
NAT-10,25286,,,337101.437720449,5028149.80210838
NAT-11,25286,,,337101.437720449,5028149.80210838
NAT-2,25289,,,339366.307400072,5027762.96471771
NAT-7,25289,,,339366.307400072,5027762.96471771
NAT-9,25289,,,339366.307400072,5027762.96471771
NAT-10,25289,,,339366.307400072,5027762.96471771
NAT-11,25289,,,339366.307400072,5027762.96471771
SWF-1220,25294,332384.92576937,5030790.98197647,330547.602400196,5030479.68103715
SWF-1914,25308,387185.069872237,5037170.43847948,387721.7357,5038661.61316667
SWF-1914,25311,387185.069872237,5037170.43847948,387652.038365151,5038639.74950786
NAT-2,25325,,,337930.826066667,5027887.34563333
NAT-6,25325,,,337930.826066667,5027887.34563333
NAT-7,25325,,,337930.826066667,5027887.34563333
NAT-9,25325,,,337930.826066667,5027887.34563333
NAT-10,25325,,,337930.826066667,5027887.34563333
NAT-11,25325,,,337930.826066667,5027887.34563333
NAT-7,25326,,,339849.408335278,5027828.6918728
NAT-11,25326,,,339849.408335278,5027828.6918728
NAT-2,25327,,,339536.575265735,5027830.75532502
NAT-7,25327,,,339536.575265735,5027830.75532502
NAT-9,25327,,,339536.575265735,5027830.75532502
NAT-10,25327,,,339536.575265735,5027830.75532502
NAT-11,25327,,,339536.575265735,5027830.75532502
NAT-2,25331,,,336424.488042259,5027773.31054205
NAT-6,25331,,,336424.488042259,5027773.31054205
NAT-7,25331,,,336424.488042259,5027773.31054205
NAT-9,25331,,,336424.488042259,5027773.31054205
NAT-10,25331,,,336424.488042259,5027773.31054205
NAT-2,25332,,,336324.214866667,5027784.6676
NAT-6,25332,,,336324.214866667,5027784.6676
NAT-9,25332,,,336324.214866667,5027784.6676
NAT-10,25332,,,336324.214866667,5027784.6676
NAT-2,25333,,,338215.346608886,5027781.6372615
NAT-6,25333,,,338215.346608886,5027781.6372615
NAT-7,25333,,,338215.346608886,5027781.6372615
NAT-9,25333,,,338215.346608886,5027781.6372615
NAT-10,25333,,,338215.346608886,5027781.6372615
NAT-11,25333,,,338215.346608886,5027781.6372615
NAT-2,25335,,,336272.32389277,5027753.92780176
NAT-6,25335,,,336272.32389277,5027753.92780176
NAT-9,25335,,,336272.32389277,5027753.92780176
NAT-10,25335,,,336272.32389277,5027753.92780176
SWF-1914,25348,387185.069872237,5037170.43847948,386509.495343578,5038326.2856253
SWF-1914,25349,387185.069872237,5037170.43847948,386211.32041276,5038409.79848835
NAT-2,25368,,,337666.197638677,5028262.30493358
NAT-6,25368,,,337666.197638677,5028262.30493358
NAT-7,25368,,,337666.197638677,5028262.30493358
NAT-9,25368,,,337666.197638677,5028262.30493358
NAT-10,25368,,,337666.197638677,5028262.30493358
NAT-11,25368,,,337666.197638677,5028262.30493358
NAT-6,25373,,,335984.50402565,5028313.7899136
NAT-9,25373,,,335984.50402565,5028313.7899136
NAT-10,25373,,,335984.50402565,5028313.7899136
NAT-2,25375,,,338987.876453641,5027370.83186115
NAT-6,25375,,,338987.876453641,5027370.83186115
NAT-7,25375,,,338987.876453641,5027370.83186115
NAT-9,25375,,,338987.876453641,5027370.83186115
NAT-10,25375,,,338987.876453641,5027370.83186115
NAT-11,25375,,,338987.876453641,5027370.83186115
NAT-2,25396,,,337144.949831688,5027847.89127196
NAT-6,25396,,,337144.949831688,5027847.89127196
NAT-7,25396,,,337144.949831688,5027847.89127196
NAT-9,25396,,,337144.949831688,5027847.89127196
NAT-10,25396,,,337144.949831688,5027847.89127196
NAT-11,25396,,,337144.949831688,5027847.89127196
SWF-1914,25418,387185.069872237,5037170.43847948,386326.371650457,5038413.11765586
SWF-1914,25420,387185.069872237,5037170.43847948,386153.098917871,5038449.41508582
NAT-2,25421,,,339537.844483425,5027347.47516902
NAT-7,25421,,,339537.844483425,5027347.47516902
NAT-9,25421,,,339537.844483425,5027347.47516902
NAT-10,25421,,,339537.844483425,5027347.47516902
NAT-11,25421,,,339537.844483425,5027347.47516902
NAT-2,25427,,,339553.1591,5027373.3698
NAT-7,25427,,,339553.1591,5027373.3698
NAT-9,25427,,,339553.1591,5027373.3698
NAT-11,25427,,,339553.1591,5027373.3698
NAT-2,25432,,,339603.097557612,5027893.84072866
NAT-7,25432,,,339603.097557612,5027893.84072866
NAT-9,25432,,,339603.097557612,5027893.84072866
NAT-11,25432,,,339603.097557612,5027893.84072866
NAT-2,25433,,,339193.001204405,5027866.2317351
NAT-6,25433,,,339193.001204405,5027866.2317351
NAT-7,25433,,,339193.001204405,5027866.2317351
NAT-9,25433,,,339193.001204405,5027866.2317351
NAT-10,25433,,,339193.001204405,5027866.2317351
NAT-11,25433,,,339193.001204405,5027866.2317351
NAT-7,25436,,,339911.911221954,5027947.88151859
NAT-11,25436,,,339911.911221954,5027947.88151859
NAT-7,25440,,,340236.049455098,5027437.24875895
NAT-11,25440,,,340236.049455098,5027437.24875895
NAT-2,25442,,,338540.209102585,5027390.66326556
NAT-6,25442,,,338540.209102585,5027390.66326556
NAT-7,25442,,,338540.209102585,5027390.66326556
NAT-9,25442,,,338540.209102585,5027390.66326556
NAT-10,25442,,,338540.209102585,5027390.66326556
NAT-11,25442,,,338540.209102585,5027390.66326556
NAT-11,25443,,,340283.818364658,5027460.63305456
NAT-2,25444,,,338425.070484138,5027458.47780005
NAT-6,25444,,,338425.070484138,5027458.47780005
NAT-7,25444,,,338425.070484138,5027458.47780005
NAT-9,25444,,,338425.070484138,5027458.47780005
NAT-10,25444,,,338425.070484138,5027458.47780005
NAT-11,25444,,,338425.070484138,5027458.47780005
NAT-10,25447,,,337010.261481708,5029572.71655083
NAT-7,25453,,,337717.261085046,5029707.37726552
SWF-1220,25458,332384.92576937,5030790.98197647,330453.456188995,5030622.30429273
NAT-3,25461,,,356018.71955511,4991828.19264657
NAT-2,25500,,,339473.695884008,5027947.25027624
NAT-7,25500,,,339473.695884008,5027947.25027624
NAT-9,25500,,,339473.695884008,5027947.25027624
NAT-10,25500,,,339473.695884008,5027947.25027624
NAT-11,25500,,,339473.695884008,5027947.25027624
NAT-2,25517,,,336060.419751655,5027997.13855265
NAT-6,25517,,,336060.419751655,5027997.13855265
NAT-9,25517,,,336060.419751655,5027997.13855265
NAT-10,25517,,,336060.419751655,5027997.13855265
SWF-1220,25524,332384.92576937,5030790.98197647,333884.33587483,5030725.70218594
NAT-10,25531,,,335819.474633333,5028469.2209
NAT-2,25532,,,339246.426795226,5028355.87726975
NAT-7,25532,,,339246.426795226,5028355.87726975
NAT-9,25532,,,339246.426795226,5028355.87726975
NAT-10,25532,,,339246.426795226,5028355.87726975
NAT-11,25532,,,339246.426795226,5028355.87726975
NAT-2,25538,,,336954.149737421,5028513.84910506
NAT-6,25538,,,336954.149737421,5028513.84910506
NAT-7,25538,,,336954.149737421,5028513.84910506
NAT-9,25538,,,336954.149737421,5028513.84910506
NAT-10,25538,,,336954.149737421,5028513.84910506
NAT-11,25538,,,336954.149737421,5028513.84910506
NAT-9,25540,,,335926.609757813,5028533.37537106
NAT-10,25540,,,335926.609757813,5028533.37537106
NAT-11,25573,,,339685.801547318,5026222.40724936
NAT-2,25590,,,337320.033060528,5026287.04927301
NAT-6,25590,,,337320.033060528,5026287.04927301
NAT-9,25590,,,337320.033060528,5026287.04927301
NAT-10,25590,,,337320.033060528,5026287.04927301
NAT-11,25590,,,337320.033060528,5026287.04927301
NAT-2,25594,,,339695.776558397,5028051.24806756
NAT-7,25594,,,339695.776558397,5028051.24806756
NAT-11,25594,,,339695.776558397,5028051.24806756
NAT-2,25595,,,338793.199842108,5028011.18520662
NAT-6,25595,,,338793.199842108,5028011.18520662
NAT-7,25595,,,338793.199842108,5028011.18520662
NAT-9,25595,,,338793.199842108,5028011.18520662
NAT-10,25595,,,338793.199842108,5028011.18520662
NAT-11,25595,,,338793.199842108,5028011.18520662
NAT-10,25618,,,335869.330060975,5028602.17356687
NAT-2,25619,,,337588.724214407,5028652.57069849
NAT-6,25619,,,337588.724214407,5028652.57069849
NAT-7,25619,,,337588.724214407,5028652.57069849
NAT-9,25619,,,337588.724214407,5028652.57069849
NAT-10,25619,,,337588.724214407,5028652.57069849
NAT-11,25619,,,337588.724214407,5028652.57069849
NAT-2,25621,,,338087.908458201,5028585.22105724
NAT-6,25621,,,338087.908458201,5028585.22105724
NAT-7,25621,,,338087.908458201,5028585.22105724
NAT-9,25621,,,338087.908458201,5028585.22105724
NAT-10,25621,,,338087.908458201,5028585.22105724
NAT-11,25621,,,338087.908458201,5028585.22105724
NAT-10,25623,,,335827.494919828,5028674.51144615
NAT-9,25625,,,336272.955250402,5028679.24154951
NAT-10,25625,,,336272.955250402,5028679.24154951
NAT-2,25629,,,338831.93343491,5028726.63096959
NAT-7,25629,,,338831.93343491,5028726.63096959
NAT-9,25629,,,338831.93343491,5028726.63096959
NAT-10,25629,,,338831.93343491,5028726.63096959
NAT-11,25629,,,338831.93343491,5028726.63096959
NAT-2,25661,,,337751.235727479,5026292.63598388
NAT-6,25661,,,337751.235727479,5026292.63598388
NAT-7,25661,,,337751.235727479,5026292.63598388
NAT-9,25661,,,337751.235727479,5026292.63598388
NAT-10,25661,,,337751.235727479,5026292.63598388
NAT-11,25661,,,337751.235727479,5026292.63598388
NAT-2,25664,,,337191.276910977,5026326.20303229
NAT-6,25664,,,337191.276910977,5026326.20303229
NAT-9,25664,,,337191.276910977,5026326.20303229
NAT-10,25664,,,337191.276910977,5026326.20303229
NAT-11,25664,,,337191.276910977,5026326.20303229
SWF-1234,25666,350185.486214851,5025046.26560361,350877.745766667,5026375.65866667
SWF-1235,25666,350039.691707927,5025166.35370932,350877.745766667,5026375.65866667
NAT-2,25685,,,336605.657971523,5028213.16856077
NAT-6,25685,,,336605.657971523,5028213.16856077
NAT-7,25685,,,336605.657971523,5028213.16856077
NAT-9,25685,,,336605.657971523,5028213.16856077
NAT-10,25685,,,336605.657971523,5028213.16856077
NAT-11,25685,,,336605.657971523,5028213.16856077
NAT-2,25687,,,338949.908212213,5028202.79554454
NAT-6,25687,,,338949.908212213,5028202.79554454
NAT-7,25687,,,338949.908212213,5028202.79554454
NAT-9,25687,,,338949.908212213,5028202.79554454
NAT-10,25687,,,338949.908212213,5028202.79554454
NAT-11,25687,,,338949.908212213,5028202.79554454
NAT-2,25688,,,336980.405063002,5028230.34608128
NAT-6,25688,,,336980.405063002,5028230.34608128
NAT-7,25688,,,336980.405063002,5028230.34608128
NAT-9,25688,,,336980.405063002,5028230.34608128
NAT-10,25688,,,336980.405063002,5028230.34608128
NAT-11,25688,,,336980.405063002,5028230.34608128
NAT-2,25700,,,338878.751705893,5027020.22133377
NAT-6,25700,,,338878.751705893,5027020.22133377
NAT-7,25700,,,338878.751705893,5027020.22133377
NAT-9,25700,,,338878.751705893,5027020.22133377
NAT-10,25700,,,338878.751705893,5027020.22133377
NAT-11,25700,,,338878.751705893,5027020.22133377
NAT-11,25703,,,340156.876230372,5027039.61856811
NAT-2,25719,,,336779.211004428,5028842.5321491
NAT-6,25719,,,336779.211004428,5028842.5321491
NAT-7,25719,,,336779.211004428,5028842.5321491
NAT-9,25719,,,336779.211004428,5028842.5321491
NAT-10,25719,,,336779.211004428,5028842.5321491
NAT-7,25724,,,336609.947073125,5028912.731404
NAT-9,25724,,,336609.947073125,5028912.731404
NAT-10,25724,,,336609.947073125,5028912.731404
NAT-11,25756,,,340176.201903729,5026828.59166227
NAT-11,25757,,,340285.172166735,5026958.01585563
NAT-2,25760,,,337405.944355479,5026972.82145145
NAT-6,25760,,,337405.944355479,5026972.82145145
NAT-7,25760,,,337405.944355479,5026972.82145145
NAT-9,25760,,,337405.944355479,5026972.82145145
NAT-10,25760,,,337405.944355479,5026972.82145145
NAT-11,25760,,,337405.944355479,5026972.82145145
SWF-1914,25762,387185.069872237,5037170.43847948,386673.075522841,5038242.80358236
NAT-11,25774,,,340250.074214067,5027064.04048749
NAT-2,25783,,,336874.193841338,5029000.41620548
NAT-7,25783,,,336874.193841338,5029000.41620548
NAT-9,25783,,,336874.193841338,5029000.41620548
NAT-10,25783,,,336874.193841338,5029000.41620548
NAT-2,25789,,,338173.545970818,5027395.33149531
NAT-6,25789,,,338173.545970818,5027395.33149531
NAT-7,25789,,,338173.545970818,5027395.33149531
NAT-9,25789,,,338173.545970818,5027395.33149531
NAT-10,25789,,,338173.545970818,5027395.33149531
NAT-11,25789,,,338173.545970818,5027395.33149531
SWF-1227,25804,348925.700655014,5024380.53027199,347998.094074706,5022714.1952089
SWF-1228,25804,349066.788361716,5022696.74379202,347998.094074706,5022714.1952089
SWF-1236,25804,349286.87787217,5024160.80056156,347998.094074706,5022714.1952089
NAT-1,25804,,,347998.094074706,5022714.1952089
SWF-1914,25825,387185.069872237,5037170.43847948,388861.687872347,5037271.49929216
SWF-1914,25827,387185.069872237,5037170.43847948,388259.728954677,5037442.3243091
SWF-1914,25839,387185.069872237,5037170.43847948,388054.657072135,5037478.03847609
SWF-1914,25842,387185.069872237,5037170.43847948,387906.874244158,5037491.90980158
SWF-1914,25843,387185.069872237,5037170.43847948,388129.606827525,5037530.28237776
SWF-1914,25846,387185.069872237,5037170.43847948,387762.600439831,5037617.20986575
SWF-1914,25847,387185.069872237,5037170.43847948,387768.976161993,5037673.21467879
NAT-11,25861,,,340194.262421726,5027127.14961268
NAT-2,25862,,,338821.426072173,5027122.18337111
NAT-6,25862,,,338821.426072173,5027122.18337111
NAT-7,25862,,,338821.426072173,5027122.18337111
NAT-9,25862,,,338821.426072173,5027122.18337111
NAT-10,25862,,,338821.426072173,5027122.18337111
NAT-11,25862,,,338821.426072173,5027122.18337111
NAT-9,25897,,,336350.290758054,5028738.44925683
NAT-10,25897,,,336350.290758054,5028738.44925683
NAT-3,25923,,,356604.451694087,4990810.26594279
SWF-1914,25929,387185.069872237,5037170.43847948,387433.875448697,5037863.74166357
SWF-1914,25931,387185.069872237,5037170.43847948,387347.915974493,5037896.37978582
SWF-1914,25932,387185.069872237,5037170.43847948,387297.805908126,5037920.71736669
SWF-1914,25934,387185.069872237,5037170.43847948,387156.857799975,5037988.27909791
NAT-2,25935,,,339281.307801699,5027097.70971789
NAT-6,25935,,,339281.307801699,5027097.70971789
NAT-7,25935,,,339281.307801699,5027097.70971789
NAT-9,25935,,,339281.307801699,5027097.70971789
NAT-10,25935,,,339281.307801699,5027097.70971789
NAT-11,25935,,,339281.307801699,5027097.70971789
NAT-2,25945,,,338883.612581614,5027192.75812431
NAT-6,25945,,,338883.612581614,5027192.75812431
NAT-7,25945,,,338883.612581614,5027192.75812431
NAT-9,25945,,,338883.612581614,5027192.75812431
NAT-10,25945,,,338883.612581614,5027192.75812431
NAT-11,25945,,,338883.612581614,5027192.75812431
NAT-2,25946,,,338467.289650084,5027222.04160794
NAT-6,25946,,,338467.289650084,5027222.04160794
NAT-7,25946,,,338467.289650084,5027222.04160794
NAT-9,25946,,,338467.289650084,5027222.04160794
NAT-10,25946,,,338467.289650084,5027222.04160794
NAT-11,25946,,,338467.289650084,5027222.04160794
NAT-2,25947,,,338543.508902808,5027233.48492175
NAT-6,25947,,,338543.508902808,5027233.48492175
NAT-7,25947,,,338543.508902808,5027233.48492175
NAT-9,25947,,,338543.508902808,5027233.48492175
NAT-10,25947,,,338543.508902808,5027233.48492175
NAT-11,25947,,,338543.508902808,5027233.48492175
NAT-2,25948,,,336762.196463637,5027207.75684272
NAT-6,25948,,,336762.196463637,5027207.75684272
NAT-7,25948,,,336762.196463637,5027207.75684272
NAT-9,25948,,,336762.196463637,5027207.75684272
NAT-10,25948,,,336762.196463637,5027207.75684272
NAT-11,25948,,,336762.196463637,5027207.75684272
NAT-2,25949,,,338940.714521845,5027251.73523944
NAT-6,25949,,,338940.714521845,5027251.73523944
NAT-7,25949,,,338940.714521845,5027251.73523944
NAT-9,25949,,,338940.714521845,5027251.73523944
NAT-10,25949,,,338940.714521845,5027251.73523944
NAT-11,25949,,,338940.714521845,5027251.73523944
NAT-2,25951,,,339707.961841558,5027258.28862302
NAT-7,25951,,,339707.961841558,5027258.28862302
NAT-11,25951,,,339707.961841558,5027258.28862302
NAT-2,25953,,,337407.238881933,5027202.25703207
NAT-6,25953,,,337407.238881933,5027202.25703207
NAT-7,25953,,,337407.238881933,5027202.25703207
NAT-9,25953,,,337407.238881933,5027202.25703207
NAT-10,25953,,,337407.238881933,5027202.25703207
NAT-11,25953,,,337407.238881933,5027202.25703207
NAT-2,25954,,,339127.904533333,5027270.50003333
NAT-6,25954,,,339127.904533333,5027270.50003333
NAT-7,25954,,,339127.904533333,5027270.50003333
NAT-9,25954,,,339127.904533333,5027270.50003333
NAT-10,25954,,,339127.904533333,5027270.50003333
NAT-11,25954,,,339127.904533333,5027270.50003333
NAT-2,25956,,,339788.4571,5027275.13283333
NAT-7,25956,,,339788.4571,5027275.13283333
NAT-11,25956,,,339788.4571,5027275.13283333
NAT-2,25957,,,339087.287893368,5027236.86489141
NAT-6,25957,,,339087.287893368,5027236.86489141
NAT-7,25957,,,339087.287893368,5027236.86489141
NAT-9,25957,,,339087.287893368,5027236.86489141
NAT-10,25957,,,339087.287893368,5027236.86489141
NAT-11,25957,,,339087.287893368,5027236.86489141
NAT-7,25979,,,337676.226637592,5029359.77254597
NAT-9,25979,,,337676.226637592,5029359.77254597
NAT-10,25979,,,337676.226637592,5029359.77254597
NAT-11,25979,,,337676.226637592,5029359.77254597
NAT-9,25986,,,336378.593621661,5028916.05448699
NAT-10,25986,,,336378.593621661,5028916.05448699
NAT-3,25990,,,356623.752592769,4990849.35815529
NAT-7,26010,,,339915.379414395,5026786.22082783
NAT-11,26010,,,339915.379414395,5026786.22082783
NAT-2,26039,,,339646.165677501,5027307.56013062
NAT-7,26039,,,339646.165677501,5027307.56013062
NAT-9,26039,,,339646.165677501,5027307.56013062
NAT-11,26039,,,339646.165677501,5027307.56013062
NAT-11,26040,,,340384.824023056,5027296.91290746
NAT-2,26042,,,339682.646066667,5027313.15503333
NAT-7,26042,,,339682.646066667,5027313.15503333
NAT-11,26042,,,339682.646066667,5027313.15503333
NAT-2,26044,,,339315.730505684,5027287.62970731
NAT-6,26044,,,339315.730505684,5027287.62970731
NAT-7,26044,,,339315.730505684,5027287.62970731
NAT-9,26044,,,339315.730505684,5027287.62970731
NAT-10,26044,,,339315.730505684,5027287.62970731
NAT-11,26044,,,339315.730505684,5027287.62970731
NAT-2,26053,,,336887.324833334,5028920.94063333
NAT-7,26053,,,336887.324833334,5028920.94063333
NAT-9,26053,,,336887.324833334,5028920.94063333
NAT-10,26053,,,336887.324833334,5028920.94063333
NAT-11,26053,,,336887.324833334,5028920.94063333
NAT-10,26054,,,336043.572408129,5028904.7660693
SWF-1914,26095,387185.069872237,5037170.43847948,388209.994427133,5037434.19082437
SWF-1914,26096,387185.069872237,5037170.43847948,388450.935569278,5037365.28570323
SWF-1914,26098,387185.069872237,5037170.43847948,388278.655637448,5037470.14462418
NAT-6,26108,,,335981.202666189,5028343.73878972
NAT-9,26108,,,335981.202666189,5028343.73878972
NAT-10,26108,,,335981.202666189,5028343.73878972
NAT-6,26109,,,336077.270646797,5028333.69202605
NAT-9,26109,,,336077.270646797,5028333.69202605
NAT-10,26109,,,336077.270646797,5028333.69202605
NAT-2,26113,,,337950.433612538,5028341.2705024
NAT-6,26113,,,337950.433612538,5028341.2705024
NAT-7,26113,,,337950.433612538,5028341.2705024
NAT-9,26113,,,337950.433612538,5028341.2705024
NAT-10,26113,,,337950.433612538,5028341.2705024
